time,user_name,user_color,message
16012,syrum_x,#DE1159,"uuh"
16012,valproh231,#FF69B4,"uuh ?"
16012,konomi_io,#8A2BE2,"cluero HACKS0"
16012,selfaware_loser,#51ECD4,"uuh"
16012,juhotuho10,#FF69B4,"uuh"
16012,infernal_ekoro,#FF4500,"uuh 󠀀"
16012,ataxiae,#8A2BE2,"uuh"
16012,runescapememelord,#FF0000,"HUH"
16012,bouncedatboi,#EA76CB,"uuh"
16013,tiddania,,"uuh"
16013,fbcpck,#FF69B4,"uuh"
16013,jag_felfedezo,#FF4500,"KEKW"
16013,sabertooth1711,#5F9EA0,"uuh"
16013,slvl710,#DAA520,"HUH"
16013,empytm,#9ACD32,"uuh"
16013,bl1ndace,,"uuh"
16013,sumyungguy986,#00FF7F,"huh"
16013,ravaxo,#BD005D,"uuh"
16013,ansonnoob,#008000,"uuh"
16013,nightjesterx,#8A2BE2,"Ayo huh? 󠀀"
16013,rusle0n,#2E8B57,"uuh"
16013,stahoo,#197C2A,"uuh"
16013,ragadagadeng,#1E90FF,"uuh"
16013,ossiantt,#00FF7F,"uuh"
16014,bigshowhuh,,"uuh"
16014,cybernetichype,#DAA520,"HUH"
16014,yoeblue,#00C700,"uuh"
16014,zydricon,#AE6CEC,"uuh"
16014,thor_the_druid,#FF0000,"uuh"
16014,tinokefps,#1E90FF,"uuh  󠀀"
16015,je7kdeeznuts,#FF0000,"uuh"
16015,am_i_cursed,#1E90FF,"uuh"
16015,hechitman,#8A2BE2,"KEKW"
16015,greathiago,#1E90FF,"uuh"
16015,arekumo,#2E8B57,"uuh"
16015,ubovsky,,"uuh"
16015,t_kermi,#1E90FF,"uuh"
16015,koharuzz,#FF0000,"uuh"
16015,bakedls077,,"uuh"
16015,ironmilk_114,,"man! what can I say"
16016,r4hb,#FF0000,"Ayo"
16016,duy8,#008000,"uuh"
16016,albertunderscore,#DAA520,"uuh"
16016,elbistecfrito,#000000,"uuh"
16016,imaiden_b,,"uuh"
16016,strwberylemonade,#FF69B4,"uuh 󠀀"
16016,block_head27,,"uuh"
16016,recovented,#FF0000,"uuh"
16016,t0niosu,#1E90FF,"uuh"
16016,lubnub,#FF0000,"uuh"
16016,ewiall,,"uuh"
16016,prapr,#FF4500,"HUUH"
16016,vinotintox,,"uuh"
16016,zarius_x,#00FF7F,"HUH"
16017,otakuchannnn_,#FF69B4,"uuh"
16017,maverickmagc,,"cable spagetti"
16017,ephemeral_defect_,#5F9EA0,"WeirdDude"
16017,ankedragonsong,#008000,"This just in vedal prays to bill gates"
16017,gamingglatiator,#FF6B00,"uuh"
16017,jinnai_,#FF69B4,"uuh 󠀀"
16017,dethrox69,#FF0000,"that looks absolutely awful ICANT"
16017,sam_xreaperx,,"uuh"
16017,bakedls077,,"AYO"
16017,shizustream,#F41C1C,"uuh ?"
16017,goonspudyouare,,"???? okey"
16017,mrcodi7u7,#FF4500,"uuh  ?"
16017,mz_konik,#9ACD32,"uuh"
16018,swh_cuzi,#FF4500,"uuh"
16018,00a_twitch,#FF0000,"uuh 󠀀"
16018,stun77,#77FFFA,"uuh"
16018,ravaxo,#BD005D,"Flushed"
16018,undatedsummer5,#FF69B4,"uuh"
16018,chibi_ignis,#FF4500,"uuh"
16018,nvrlckyrbbrdcky,#DAA520,"uuh"
16018,drei_1999,,"uhh"
16019,hyperpower_2022,#008000,"uuh"
16019,socksy56,#FF0000,"uuh"
16019,iamsuchasimp,#B22222,"uuh"
16019,mold_fox,#FF4500,"uuh"
16019,silverfox215,#1E90FF,"vedalErm"
16019,iokun_twitch,#B22222,"uuh"
16019,fallenmati,#8A2BE2,"Neuro?? HUH"
16020,smah45,#A60A0B,"flushE 󠀀"
16020,madflumph,,"erm"
16020,cuernodmamut,#00FF7F,"Flushed"
16020,kitfc_,#00FF7F,"uuh"
16020,manyboyyyy,#0000FF,"chatttt"
16020,gg_knifemaster,#8A2BE2,"ICANT"
16021,kei_nix,#8A2BE2,"uuh"
16021,masterqueenhd12,#8A2BE2,"uuh  󠀀"
16023,thor_the_druid,#FF0000,"uuh uuh"
16023,ansonnoob,#008000,"flushed"
16023,lexant41,#DAA520,"uuh"
16024,atm_unknown,#FF4500,"vedalEvilGiggle vedalEvilGiggle vedalEvilGiggle"
16024,nightjesterx,#8A2BE2,"Ayo huh? Neuro?"
16024,neuromyqueen,#FF69B4,"chat uuh"
16024,jonny_slayer,#99CD32,"uuh"
16024,silkpetalpie,#FABBED,"uuh spe"
16025,kitfc_,#00FF7F,"Flushed"
16025,zzzeus99,,"lol"
16026,diamondisspiffy,#1E90FF,"Etm"
16026,lordsadl,,"Flushed"
16027,atm_unknown,#FF4500,"vedalExcite vedalExcite vedalExcite"
16029,arne_ooo_,#E2D824,"YES"
16030,ahpuck,#00FFEC,"just cut it all"
16030,doomlab,#8A2BE2,"Flushed"
16031,qdandyq,,"Flushed"
16032,maverickmagc,,"no"
16032,hechitman,#8A2BE2,"damn vedal pull out game is that awesome??"
16032,diamondisspiffy,#1E90FF,"Erm"
16033,selfaware_loser,#51ECD4,"TRUEING"
16034,phoenixot,#FF69B4,"I LOST"
16034,ravaxo,#BD005D,"wtf is this cable management"
16034,kabukibear,#2E8B57,"has he done a test fit with the video card yet, to make sure it fits with radiator i now?"
16035,lardih,#FF0000,"MaN"
16035,mrcodi7u7,#FF4500,"Ayo"
16035,biomedestroyer,#DAA520,"erm"
16035,pirataak,#DAA520,"cleliv cluero"
16036,drei_1999,,"ayo"
16037,swh_cuzi,#FF4500,"Erm"
16037,ninzelemental,#1E90FF,"CHAT ReallyGunPull"
16037,darkaxz,#28EFFF,"show him mhm"
16037,anakhronos,#FF4500,"uuh"
16038,smilergang,#FF0000,"huh"
16038,sparkerxof,#FF4500,"uuh"
16039,iokun_twitch,#B22222,"ok"
16039,otakuchannnn_,#FF69B4,"Flushed"
16039,t0niosu,#1E90FF,"NO LMFAO"
16040,lilac1054,#0000FF,"Flushed"
16041,nikirochi,#D2691E,"uuh"
16041,speload,#FF0000,"WeirdDude silkpetalpie"
16041,0bodybag0,#DAA520,"emmallamaAwoo emmallamaSteppy"
16041,gg_knifemaster,#8A2BE2,"Flushed ?"
16041,reynochavier,#008000,"Poor Vedal. He's been at this for hours..."
16042,smah45,#A60A0B,"flushE"
16042,ephemeral_defect_,#5F9EA0,"Concerned chat?"
16042,imaiden_b,,"Flushed"
16043,wlaugh,,"Still not finish?"
16043,anoldnewb,#0000FF,"What kinda cable spegett am I witnessing? Watching this vod later is gonna be nightmare fuel isn't it HahaSweat"
16043,greathiago,#1E90FF,"Flushed"
16044,empytm,#9ACD32,"Erm"
16045,ravaxo,#BD005D,"Flushed"
16045,itsveru,#DAA520,"Sure"
16045,wee_man135,#DAA520,"@seledoor uuh \"
16045,tasteofgrandmasfurburger,,"@hechitman ICANT"
